,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.24981114843736418,0.02198619297714951,4.042264507006434,1.0610909548746423,0.7585741894156904,0.542804862242658,0.7365496270717307,-2.102932690526364,-11.100422465486659,-10.481578987047563,-10.47589482463756,-10.196566708890982,1.53657657326578,1.1972508270990228,1.0764350895171135,1.0150617270177995,-11.146186546352856,-10.134880739587347,-9.960718170063773,-10.125353205085489,1.7688025564257768,1.8196240420340994,1.7720911561199413,1.6272774546156366,1.4277955057742195,1.3676887148040453,1.164082241705307,1.0772632458514257,-10.289256130365796,-9.578990337219011,-9.274241528881891,-9.180133286037826
1,0.24703417521543566,0.021083890483053168,4.147904709971695,0.992737611479545,0.7422621361039485,0.465859888799488,0.49804468139694497,0.8655235085897157,-11.435810758152122,-10.520592215595709,-10.115012529000456,-10.029342221715183,0.7360056870672048,0.37054007260967947,0.44279048582379127,0.48559390638762695,-10.678054787963873,-10.56270992564178,-10.713443273472254,-10.699462089606016,1.458920229091778,1.448726676819187,1.2498710788982035,1.0911184018277797,1.1639214422835977,1.0017975903087206,0.7971416956905729,0.8872325696557354,-9.522373171510969,-8.951362920767982,-8.985789675381984,-9.06507032710232
2,0.2928637962122495,0.023209726012297902,3.5469970274742932,1.065500752623286,0.7483378723108955,1.423110790240112,0.5985001387155895,-0.2554676715005151,-12.181836246164472,-11.230461916729077,-10.735184946929017,-10.48354915449128,1.521044614672302,0.9040072333280031,0.7318616282173702,0.7021164701015828,-11.641509954749395,-11.159220198483347,-11.357161840939442,-11.474370589779733,1.8088424335543631,1.9729331301310489,1.794693094155237,1.5936581539039343,1.4428093497195327,1.6122224835967696,1.5215326895569459,1.4297505333401992,-10.33287080453813,-9.790493207965467,-9.623556491166461,-9.722523906610377
3,0.15136298809495527,0.022288013238152257,3.1658006888441506,1.1054146133960223,0.7162839700092235,0.597538437790704,0.39022549147814956,2.8352426888197684,-13.222476594857037,-12.48319787934735,-12.083144944496302,-11.700912311221794,0.18843678345371537,0.20490652612982382,0.1773628134585628,0.10591858757006206,-12.4692413862169,-11.73809789744959,-11.290079503936171,-10.938907451412591,0.8598397498533654,0.8586520426854649,0.8732000635396688,0.8737795016866449,0.6601142920259262,0.6952751802643508,0.7021785032168324,0.6641172988364722,-11.405800588810527,-10.72123024167449,-10.264800503041705,-9.839177403645435
4,0.22249450224925316,0.022818205244501823,4.028259497819516,0.9306853444355074,0.7089434233682417,0.463967456457206,0.3789054634893077,-0.4854297303948609,-12.151330939415987,-11.339983872406949,-10.954683920568023,-10.645193082910945,1.4220023489168487,0.9775838183690253,0.921625203677034,0.882068843125955,-11.91849874397954,-11.4581118705462,-11.225564844858436,-11.102559542126272,1.7840072085026875,1.894818211816047,1.8004573398929957,1.7187376710507105,1.4457059869687388,1.5871337069750797,1.5120390579216636,1.5315131385690992,-10.53233650051404,-10.150289027266256,-9.903262365512976,-9.69863944426101
5,0.23294228980576623,0.022355423809412862,2.924352684863518,1.1230246722494717,0.7431486885627684,1.303758251836524,0.34364975142539966,2.200224589970892,-12.638599459714793,-11.791805206059946,-11.359114237568418,-11.021672584014464,0.35754237048205517,0.19412059817416097,0.1482544086079468,0.11634743665351593,-11.682843958628702,-11.014953192198968,-10.736244691224645,-10.546548765973782,1.0050763263058282,0.9891342170670232,0.9711055316693005,0.9211586580010145,0.833246217533814,0.7323353404842384,0.6356050759235348,0.5946289286337759,-10.692357286633172,-9.90932049563948,-9.566478934690345,-9.314888683693432
6,0.21590504769149227,0.02152141352797835,2.54161859776443,1.0103776894036678,0.7671811306773638,1.465034948250278,0.6189896259438716,-2.336312233191912,-13.322376477120368,-12.551927892994776,-12.165178095489765,-11.826055929615272,1.4122895020601969,1.2680310347028572,1.2815966589439494,1.257062013687285,-13.273548492756818,-12.532111924356487,-12.138511757539908,-11.785118295665448,1.6669944345500616,1.7381397275242614,1.7324890957905676,1.7178058915346721,1.2677932377256214,1.3285601597418935,1.329258780919288,1.3272704270824822,-12.43929295946586,-11.885167492831638,-11.496855835594761,-11.129536826201166
7,0.3189374033975137,0.024331057246882004,2.717832299750298,1.0310349122807847,0.6961447241415223,1.37632567009516,0.32159696631008333,0.8035848842393642,-12.454055913847155,-11.579927824746374,-11.129265187113651,-10.820129109379844,0.8946498959875688,0.5677847256134759,0.47507451564801967,0.46177875275686353,-11.618448794810538,-10.965236500744085,-10.846154892295477,-10.7894476060631,1.41399101333405,1.4479252392108988,1.3847253890351185,1.2926849387837356,1.1631862743155295,1.107778730415923,0.9708951897190699,0.9069378218910409,-10.606131456427036,-9.818884390828336,-9.519756080652497,-9.400478784628442
8,0.23363135859708983,0.02219096730667166,3.359721965220991,0.9075671341881622,0.7726748572258325,1.001082778680604,0.28567273111602765,-2.5349987556422158,-12.026028684364908,-11.311090507120875,-10.982792941941522,-10.682826459138553,1.3948995296221134,1.233275290694872,1.2266375061283872,1.1934626967071944,-11.99547963056996,-11.199142998953407,-10.829456131717215,-10.52106280504879,1.6429943081317968,1.6957762736355626,1.6773883302139592,1.649815031823804,1.2593971133741595,1.2800918955156493,1.238634727260887,1.2108497454714324,-11.273650231334974,-10.660045792281355,-10.2662233497356,-9.921692069368975
9,0.20624912235942677,0.023404918550161646,2.7548272061105337,0.9500739955507684,0.7735413360896333,0.76958138396591,0.6692269938245186,2.17538895512838,-13.302095535830325,-12.59087584904377,-12.23527245846893,-11.903690769431403,0.31410038544381974,0.32180156323603176,0.3113350141309233,0.25365933848061795,-12.662407355720736,-11.997004221800884,-11.590236490590108,-11.269669943954531,1.000050065626524,0.9940492402372847,1.005691290136382,1.013564124613352,0.7579697823934315,0.7810460570859629,0.7973678147279818,0.7761155565793715,-11.556128023209721,-10.937421272955671,-10.533369765408844,-10.14947153365022
